director_name,num_critic_for_reviews,duration,director_facebook_likes,num_voted_users,cast_total_facebook_likes,content_rating,title_year,imdb_score,movie_facebook_likes,director_experience,director_avg_imdb_score,movie_success_ratio,year_since_last_movie,target_genre,genre_frequency,actor_1_genre_avg_score,normalized_actor_popularity_score
Pete Docter,408.0,96.0,0.0,665575,2635,PG,2009.0,8.3,27000,3,8.233333333333334,1.6741688914285715,-6.0,Adventure,3,6.508219178082191,-0.38519500766560744
Rob Letterman,219.0,94.0,11.0,114553,2579,PG,2009.0,6.5,0,4,6.050000000000001,1.1333264457142858,-1.0,Action,1,6.197808219178082,-0.36714859210198714
Jon Favreau,486.0,126.0,4000.0,696338,39252,PG-13,2008.0,7.9,10000,7,7.128571428571428,2.2735584285714285,-8.0,Action,3,6.197808219178082,1.5702069768521352
Martin Scorsese,682.0,126.0,17000.0,245333,36017,PG,2011.0,7.5,42000,20,7.659999999999999,0.4342358470588235,7.0,Adventure,1,6.508219178082191,1.4020726703587783
Barry Sonnenfeld,85.0,106.0,188.0,129601,15870,PG-13,1999.0,4.8,0,7,6.457142857142857,0.6690906352941176,-3.0,Action,3,6.197808219178082,0.31379534919610896
Rob Cohen,264.0,112.0,357.0,117927,9131,PG-13,2008.0,5.2,0,10,5.6899999999999995,0.7046632068965517,7.0,Action,9,6.197808219178082,-0.021744681795800618
David Ayer,418.0,123.0,452.0,118992,11287,PG-13,2016.0,6.9,80000,7,6.771428571428571,0.9204981885714286,2.0,Action,6,6.197808219178082,0.09426798968461575
Tom Shadyac,186.0,96.0,293.0,115099,108016,PG,2007.0,5.4,2000,7,6.314285714285715,0.5730839428571428,4.0,Comedy,5,6.131214802896219,5.381251257368229
Doug Liman,585.0,113.0,218.0,431620,12652,PG-13,2014.0,7.9,77000,7,7.128571428571428,0.5628623651685394,9.0,Action,4,6.197808219178082,0.13338723832873683
Kevin Reynolds,91.0,176.0,58.0,144337,1004,PG-13,1995.0,6.1,0,5,6.68,0.5042641142857143,4.0,Action,5,6.197808219178082,-0.4568762670006087
Stephen Sommers,250.0,118.0,208.0,174578,26683,PG-13,2009.0,5.8,0,4,6.075,0.8581007428571429,8.0,Action,3,6.197808219178082,0.9296152691124449
Pete Docter,536.0,95.0,0.0,345198,2944,PG,2015.0,8.3,118000,3,8.233333333333334,2.036882097142857,14.0,Adventure,3,6.508219178082191,-0.3828971721435316
Jon Favreau,370.0,106.0,4000.0,106072,32921,PG,2016.0,7.8,65000,7,7.128571428571428,2.0722579485714285,6.0,Adventure,2,6.508219178082191,1.3231055910757314
Jon Favreau,453.0,124.0,4000.0,522371,48638,PG-13,2010.0,7.0,18000,7,7.128571428571428,1.560287165,5.0,Action,3,6.197808219178082,1.9625203586699684
Rupert Sanders,416.0,132.0,274.0,228554,72881,PG-13,2012.0,6.1,53000,1,6.1,0.9124224411764705,0.0,Action,1,6.197808219178082,2.5229680469811586
Robert Stromberg,401.0,97.0,171.0,252257,15516,PG,2014.0,7.0,89000,1,7.0,1.3411518222222223,0.0,Action,1,6.197808219178082,0.27254639933640534
Matt Reeves,521.0,130.0,198.0,317542,14363,PG-13,2014.0,7.6,45000,4,6.675,1.226728205882353,6.0,Action,2,6.197808219178082,0.21863133172086885
Roland Joffé,10.0,109.0,596.0,2138,1982,R,2015.0,4.5,677,4,5.0,2.7592424209378406,20.0,Action,2,6.197808219178082,-0.4233054504707684
Carl Rinsch,218.0,128.0,47.0,116994,20965,PG-13,2013.0,6.3,35000,1,6.3,0.21884174285714286,0.0,Action,1,6.197808219178082,0.6164371008841517
Anthony Russo,576.0,136.0,94.0,496749,36188,PG-13,2014.0,7.8,55000,4,7.0,1.5279232823529412,8.0,Action,2,6.197808219178082,1.28998313269654
Mike Mitchell,226.0,93.0,31.0,138661,4628,PG,2010.0,6.4,0,4,5.675000000000001,1.444678709090909,-1.0,Adventure,3,6.508219178082191,-0.2547227858267624
Brad Bird,443.0,130.0,663.0,128306,5046,PG,2015.0,6.5,37000,5,7.58,0.49167297368421053,8.0,Action,4,6.197808219178082,-0.32175232934878073
Don Hall,384.0,102.0,38.0,279093,2963,PG,2014.0,7.9,41000,1,7.9,1.3484103696969696,0.0,Action,1,6.197808219178082,-0.38928627579027913
Rich Moore,377.0,101.0,66.0,272534,4451,PG,2012.0,7.8,40000,1,7.8,1.1479556181818182,0.0,Adventure,1,6.508219178082191,-0.3499428480708336
Robert Zemeckis,188.0,100.0,0.0,120798,16264,G,2004.0,6.6,10000,13,7.3076923076923075,0.004032884848484849,-3.0,Adventure,6,6.508219178082191,0.3928745180168179
Roland Emmerich,286.0,120.0,776.0,58137,3233,PG-13,2016.0,5.5,67000,8,6.1875,0.6200942121212121,3.0,Action,6,6.197808219178082,-0.37807732202405536
Dean DeBlois,288.0,98.0,255.0,485430,20453,PG,2010.0,8.2,33000,3,7.766666666666667,1.3175030121212121,-4.0,Adventure,2,6.508219178082191,0.6013050132997495
Jonathan Mostow,280.0,109.0,84.0,305340,1769,R,2003.0,6.4,0,4,6.55,0.75175096,-6.0,Action,4,6.197808219178082,-0.44051119450192194
James Gunn,653.0,121.0,571.0,682155,32438,PG-13,2014.0,8.1,96000,3,7.133333333333333,1.9595923294117648,8.0,Action,1,6.197808219178082,1.233938363865421
Christopher Nolan,712.0,169.0,22000.0,928227,31488,PG-13,2014.0,8.6,349000,8,8.425,1.1393420545454545,4.0,Adventure,1,6.508219178082191,1.0658040573720642
Christopher Nolan,642.0,148.0,22000.0,1468200,81115,PG-13,2010.0,8.8,175000,8,8.425,1.82855531875,5.0,Action,4,6.197808219178082,3.924087267759134
Hideaki Anno,1.0,120.0,28.0,374,699,,2016.0,8.2,0,1,8.2,0.024416537313432834,0.0,Action,1,6.197808219178082,-0.4663478329330678
Peter Jackson,645.0,182.0,0.0,637246,9152,PG-13,2012.0,7.9,166000,12,7.675000000000001,1.6833401611111112,11.0,Adventure,3,6.508219178082191,-0.1254275041333708
Rob Cohen,187.0,106.0,357.0,272223,45327,PG-13,2001.0,6.7,14000,10,5.6899999999999995,3.8029555263157895,-4.0,Action,9,6.197808219178082,1.7943860521766113
David Fincher,362.0,166.0,21000.0,459346,13333,PG-13,2008.0,7.8,23000,10,7.75,0.84993868,-3.0,Drama,3,6.716896551724138,0.22059289862995804
Matthew Vaughn,500.0,132.0,905.0,518537,50983,PG-13,2011.0,7.8,54000,4,7.65,0.91503356875,4.0,Action,2,6.197808219178082,2.1866994339944443
Francis Lawrence,389.0,137.0,508.0,166137,81385,PG-13,2015.0,6.6,38000,5,7.0,1.7604128625,8.0,Adventure,3,6.508219178082191,3.419684348279063
Jon Turteltaub,235.0,109.0,226.0,124185,13388,PG,2010.0,6.1,11000,7,6.5,0.42095874666666666,6.0,Action,2,6.197808219178082,0.21325103391308142
Wolfgang Petersen,231.0,98.0,249.0,82380,92456,PG-13,2006.0,5.6,0,7,6.857142857142857,0.37909689375,2.0,Action,4,6.197808219178082,4.52387838378977
James Bobin,218.0,113.0,33.0,21352,80806,PG,2016.0,6.4,30000,3,6.633333333333333,0.45203896470588234,2.0,Adventure,3,6.508219178082191,3.755952961265777
Chris Miller,227.0,93.0,50.0,211971,4705,PG,2007.0,6.1,0,2,6.4,2.00441665625,-4.0,Adventure,1,6.508219178082191,-0.25197659215403756
Duncan Jones,275.0,123.0,0.0,111609,5505,PG-13,2016.0,7.3,89000,3,7.566666666666666,0.29361871875,5.0,Action,1,6.197808219178082,-0.2588700987202652
Alan Taylor,474.0,126.0,230.0,188457,38873,PG-13,2015.0,6.6,82000,2,6.85,0.5789163548387096,2.0,Action,2,6.197808219178082,1.5141622080210162
Michael Apted,228.0,113.0,150.0,106446,764,PG,2010.0,6.3,11000,6,6.516666666666667,0.673442735483871,11.0,Adventure,1,6.508219178082191,-0.4657873852447566
Michael Bay,191.0,184.0,0.0,254111,5401,PG-13,2001.0,6.1,0,13,6.638461538461538,1.4181418214285715,-6.0,Action,12,7.032,-0.24272920529690292
Michael Bay,396.0,144.0,0.0,513158,2333,PG-13,2007.0,7.1,8000,13,6.638461538461538,2.1250660933333334,9.0,Action,12,6.197808219178082,-0.40021500571234736
Oliver Stone,248.0,206.0,0.0,138863,24598,R,2004.0,5.5,0,14,6.95,0.22125013548387096,-6.0,Action,1,6.197808219178082,0.8187026715956602
David Yates,329.0,138.0,282.0,355137,33433,PG-13,2007.0,7.5,0,3,7.2,1.94667244,0.0,Adventure,2,6.508219178082191,1.328485888883519
Mike Newell,295.0,157.0,179.0,385670,53413,PG-13,2005.0,7.6,0,7,6.8428571428571425,1.93329598,2.0,Adventure,1,6.508219178082191,1.8504308210077303
Peter Berg,318.0,102.0,532.0,343648,21584,PG-13,2008.0,6.4,0,6,6.666666666666667,1.5196418266666667,5.0,Action,5,6.197808219178082,0.6162689665776583
Francis Lawrence,323.0,104.0,508.0,530870,13076,PG-13,2007.0,7.2,11000,5,7.0,1.70924144,-6.0,Drama,2,6.716896551724138,0.14431596825080503
Tim Burton,276.0,115.0,13000.0,320284,57844,PG,2005.0,6.7,0,16,6.93125,1.3763762066666667,-7.0,Adventure,4,6.508219178082191,2.6680119087160947
Brad Bird,318.0,111.0,663.0,473887,4764,G,2007.0,8.0,10000,5,7.58,1.37623662,-4.0,Animation,1,6.510909090909092,-0.337893222772143
Christopher Nolan,478.0,128.0,22000.0,980946,59558,PG-13,2005.0,8.3,15000,8,8.425,1.3689584933333334,3.0,Action,4,6.197808219178082,2.1866994339944443
Eric Darnell,167.0,89.0,35.0,146019,3285,PG,2008.0,6.7,0,5,6.76,1.1998864533333333,-4.0,Action,1,6.197808219178082,-0.3752750835824994
Shawn Levy,185.0,105.0,189.0,130272,54039,PG,2009.0,5.9,2000,11,6.090909090909091,1.1816248066666666,-5.0,Adventure,4,6.508219178082191,2.4669232781500394
Gavin Hood,350.0,119.0,151.0,361924,40054,PG-13,2009.0,6.7,0,4,6.875,1.1992201066666666,-4.0,Action,2,6.197808219178082,1.6262517456832544
Lana Wachowski,245.0,129.0,0.0,364948,1062,R,2003.0,6.7,0,6,6.916666666666667,0.9283983933333333,0.0,Action,5,6.197808219178082,-0.4579971623772311
Chris Buck,406.0,102.0,69.0,421658,2582,PG,2013.0,7.6,58000,1,7.6,2.6715773333333335,0.0,Adventure,1,6.508219178082191,-0.390631350242226
Lana Wachowski,275.0,138.0,0.0,421818,534,R,2003.0,7.2,0,6,6.916666666666667,1.8766165266666666,-5.0,Action,5,6.197808219178082,-0.47755678669929164
Alan Taylor,486.0,112.0,230.0,414070,59803,PG-13,2013.0,7.1,63000,2,6.85,1.2138824588235295,0.0,Action,2,6.197808219178082,2.7471471223056345
George Miller,739.0,120.0,750.0,552503,40025,R,2015.0,8.1,191000,8,6.8,1.0241965666666666,4.0,Action,4,6.197808219178082,1.5670124250287614
Ron Howard,298.0,146.0,2000.0,207839,16948,PG-13,2009.0,6.7,0,13,6.93076923076923,0.8891723066666667,3.0,Mystery,2,6.490625,0.3954525773830494
Kenneth Branagh,516.0,115.0,0.0,536314,60059,PG-13,2011.0,7.0,63000,8,7.0875,1.2067676066666666,-4.0,Action,3,6.197808219178082,2.7471471223056345
Byron Howard,225.0,96.0,59.0,146766,20007,PG,2008.0,6.9,0,1,6.9,0.7603571933333333,0.0,Adventure,1,6.508219178082191,0.5310248731855263
Hoyt Yeatman,145.0,88.0,12.0,33042,2217,PG,2009.0,5.1,0,1,5.1,0.7961350133333334,0.0,Action,1,6.197808219178082,-0.4183174660447988
Jonathan Liebesman,310.0,99.0,473.0,152826,16184,PG-13,2012.0,5.8,19000,6,5.7,0.55760284,-2.0,Action,4,6.197808219178082,0.3595839253311332
Tim Burton,526.0,113.0,13000.0,199039,80849,PG-13,2012.0,6.2,82000,16,6.93125,0.79711678,11.0,Comedy,2,6.131214802896219,3.58781865477242
Christopher McQuarrie,465.0,131.0,188.0,232187,21840,PG-13,2015.0,7.4,47000,4,7.025,1.3000058266666668,3.0,Action,4,6.197808219178082,0.6533706035438591
Joe Johnston,357.0,119.0,394.0,89442,13071,R,2010.0,5.8,0,4,6.325,0.41291663333333334,-1.0,Drama,1,6.716896551724138,0.20562894535204926
Steve Hickner,194.0,91.0,58.0,105902,6576,PG,2007.0,6.2,0,1,6.2,0.8439808066666666,0.0,Adventure,1,6.508219178082191,-0.2973168101384128
Jennifer Yuh Nelson,284.0,90.0,90.0,182718,21015,PG,2011.0,7.3,20000,1,7.3,1.1015350733333333,0.0,Action,1,6.197808219178082,0.6743313470866976
M. Night Shyamalan,280.0,103.0,0.0,118951,2857,PG,2010.0,4.2,18000,9,6.044444444444444,0.8770982066666667,-3.0,Action,2,6.197808219178082,-0.3856433658162564
J.J. Abrams,310.0,124.0,14000.0,256695,34817,PG-13,2006.0,6.9,0,4,7.449999999999999,0.8892153933333333,-3.0,Action,3,6.197808219178082,1.3448509613822057
Roland Emmerich,339.0,131.0,776.0,164238,18204,PG-13,2013.0,6.4,33000,8,6.1875,0.48735856,9.0,Action,6,6.197808219178082,0.4945397286764678
Simon Wells,132.0,88.0,25.0,17590,2652,PG,2011.0,5.4,0,2,5.65,0.14252876666666667,9.0,Action,2,6.197808219178082,-0.3960676928188446
David Bowers,135.0,85.0,42.0,85086,35161,PG,2006.0,6.7,0,4,6.5,0.4326128590604027,-3.0,Adventure,1,6.508219178082191,1.434914904893814
Joe Wright,256.0,111.0,456.0,39956,21393,PG,2015.0,5.8,24000,7,6.757142857142857,0.23309878666666667,6.0,Adventure,2,6.508219178082191,0.670240078962026
Rob Minkoff,196.0,92.0,50.0,47900,5810,PG,2014.0,6.9,11000,5,5.94,0.7690044275862069,12.0,Adventure,3,6.508219178082191,-0.250295249089104
Wolfgang Petersen,220.0,196.0,249.0,381672,17944,R,2004.0,7.2,0,7,6.857142857142857,0.7613048457142857,4.0,Adventure,3,6.508219178082191,0.4405686162921002
Eric Darnell,211.0,93.0,35.0,119213,2444,PG,2012.0,6.9,17000,5,6.76,1.4921843655172413,-2.0,Adventure,4,6.508219178082191,-0.3881653804136568
Lee Tamahori,264.0,133.0,93.0,169914,2538,PG-13,2002.0,6.1,0,5,6.14,1.1281768028169015,5.0,Action,3,7.032,-0.37561135219548614
Paul Feig,464.0,116.0,176.0,69757,2097,PG-13,2016.0,5.5,62000,5,5.9,0.8201365208333333,3.0,Action,3,6.197808219178082,-0.42078343587336803
Michael Bay,167.0,153.0,0.0,322395,26029,PG-13,1998.0,6.6,11000,13,6.638461538461538,1.4398099357142857,-5.0,Action,12,6.197808219178082,0.9277657917410179
Barry Sonnenfeld,208.0,88.0,188.0,270207,14823,PG-13,2002.0,6.1,2000,7,6.457142857142857,1.360134307142857,5.0,Action,3,6.197808219178082,0.271425503959783
Robert Zemeckis,287.0,115.0,0.0,142440,31523,PG-13,2007.0,6.3,3000,13,7.3076923076923075,0.54774646,7.0,Action,1,6.197808219178082,1.2319207521875009
Alessandro Carloni,210.0,95.0,5.0,64322,36095,PG,2016.0,7.2,24000,1,7.2,0.9898169862068965,0.0,Action,1,6.197808219178082,1.5123127306495894
Brad Bird,432.0,133.0,663.0,365104,21768,PG-13,2011.0,7.4,35000,5,7.58,1.4438960068965516,7.0,Action,4,6.197808219178082,0.6561167972165839
Peter Ramsey,256.0,97.0,52.0,123553,20645,PG,2012.0,7.3,25000,1,7.3,0.7131082206896552,0.0,Adventure,1,6.508219178082191,0.6441232166867245
Dean Parisot,135.0,90.0,23.0,110788,1997,PG-13,2005.0,6.1,2000,4,6.275,1.10332737,-8.0,Comedy,2,6.131214802896219,-0.4059315721331215
Edward Zwick,190.0,154.0,380.0,317166,11945,R,2003.0,7.7,0,8,7.325,0.7936469642857142,-3.0,Action,3,6.197808219178082,0.13551693954431934
Ridley Scott,314.0,150.0,0.0,128682,26490,PG-13,2014.0,6.1,51000,17,7.070588235294117,0.4643360357142857,2.0,Action,8,6.197808219178082,0.8775496788683352
J.J. Abrams,518.0,127.0,14000.0,504419,39284,PG-13,2009.0,8.0,19000,4,7.449999999999999,1.7180273266666666,-2.0,Action,3,6.197808219178082,1.681231663906582
